u 112,3 -8,56 8,36 93,63 93.63 0.000000 0.000000 32.00

u 112,3 -8,56 8,36 93,63 93.63 0.000000 0.000000 32.00

u 112,3 -8,56 8,36 93,63 93.63 0.000000 0.000000 32.00

u 112,3 -8,56 8,36 93,63 93.63 0.000000 0.000000 32.00

u 112,3 -8,56 8,36 93,63 93.63 0.000000 0.000000 32.00

u 112,3 -8,56 8,36 93,63 93.63 0.000000 0.000000 32.00

u 112,3 -8,56 8,36 93,63 93.63 0.000000 0.000000 32.00

u 112,3 -8,56 8,36 93,63 93.63 0.000000 0.000000 32.00

u 112,3 -8,56 8,36 93,63 93.63 0.000000 0.000000 32.00

u 112,3 -8,56 8,36 93,63 93.63 -0.000000 -0.001700 32.00

u 112,3 -8,56 8,36 93,63 93.63 -0.000000 -0.001700 32.00

u 112,3 -8,56 8,36 93,63 93.63 1.677722 -0.000007 32.00

u 112,3 -8,56 8,36 93,63 93.63 1.677722 -0.000007 32.00

u 112,3 -8,56 8,36 93,63 94.14 1.677696 0.000000 32.00

u 112,3 -8,56 8,36 93,63 94.14 1.677696 0.000000 32.00

u 112,3 -8,56 8,36 93,63 94.14 0.000000 0.000000 32.00

u 112,3 -8,56 8,36 93,63 94.14 0.000000 0.000000 32.00

u 112,3 -8,56 8,36 93,63 94.14 0.000000 0.000000 32.00

u 112,3 -8,56 8,36 93,63 94.14 0.000000 0.000000 32.00

u 112,3 -8,56 8,36 93,63 94.14 0.000000 0.000000 32.00

u 112,3 -8,56 8,36 93,63 93.80 0.000000 0.000000 32.00

u 112,3 -8,56 8,36 93,63 93.80 0.000000 0.000000 32.00

u 112,3 -8,56 8,36 93,63 93.80 0.000000 0.000000 32.00

u 112,3 -8,56 8,36 93,63 93.80 0.000000 0.000000 32.00

u 112,3 -8,56 8,36 93,63 93.80 0.000000 0.000000 32.00

u 112,3 -8,56 8,36 93,63 93.80 0.000000 0.000000 32.00

u 112,3 -8,56 8,36 93,63 93.04 0.000000 0.000000 32.00

u 112,3 -8,56 8,36 93,63 93.04 0.000000 0.000000 32.00

u 112,3 -8,56 8,36 93,63 93.04 0.000000 0.000000 32.00

u 112,3 -8,56 8,36 93,63 93.04 0.000000 0.000000 32.00

u 112,3 -8,56 8,36 93,63 93.04 0.000000 0.000000 32.00

u 112,3 -8,56 8,36 93,63 93.04 0.000000 0.000000 32.00

u 112,3 -8,56 8,36 93,63 93.04 0.000000 0.000000 32.00

u 112,3 -8,56 8,36 93,63 93.04 0.000000 0.000000 32.00

u 112,3 -8,56 8,36 93,63 93.04 0.000000 0.000000 32.00

u 112,3 -8,56 8,36 93,63 93.04 0.000000 0.000000 31.00

u 112,3 -8,56 8,36 93,63 93.04 0.000000 0.000000 31.00

u 112,3 -8,56 8,36 93,63 93.04 0.000000 0.000000 31.00

u 112,3 -8,56 8,36 93,63 93.63 0.000000 0.000000 31.00

u 112,3 -8,56 8,36 93,63 93.63 0.000000 0.000000 31.00

u 112,3 -8,56 8,36 93,63 93.63 0.000000 0.000000 31.00

u 112,3 -8,56 8,36 93,63 93.63 0.000000 0.000000 31.00

u 112,3 -8,56 8,36 93,63 93.63 0.000000 0.000000 31.00

u 112,3 -8,56 8,36 93,63 93.63 0.000000 0.000000 31.00

u 112,3 -8,56 8,36 93,63 94.39 0.000000 0.000000 31.00

u 112,3 -8,56 8,36 93,63 94.39 0.000000 0.000000 31.00

u 112,3 -8,56 8,36 93,63 94.39 0.000000 0.000000 31.00

u 112,3 -8,56 8,36 93,63 94.39 0.000000 0.000000 31.00

u 112,3 -8,56 8,36 93,63 94.39 0.000000 0.000000 31.00

u 112,3 -8,56 8,36 93,63 94.39 -0.000000 -0.001700 31.00

u 112,3 -8,56 8,36 93,63 94.39 -0.000000 -0.001700 31.00

u 112,3 -8,56 8,36 93,63 93.88 -26.836992 -1.677722 31.00

u 112,3 -8,56 8,36 93,63 93.88 0.000000 0.000000 31.00

u 112,3 -8,56 8,36 93,63 93.88 0.000000 0.000000 31.00

u 112,3 -8,56 8,36 93,63 93.88 0.000000 0.000000 31.00

u 112,3 -8,56 8,36 93,63 93.88 0.000000 0.000000 31.00

u 112,3 -8,56 8,36 93,63 93.88 0.000000 0.000000 31.00

u 112,3 -8,56 8,36 93,63 93.80 0.000000 0.000000 31.00

u 112,3 -8,56 8,36 93,63 93.80 0.000000 0.000000 31.00

u 112,3 -8,56 8,36 93,63 93.80 0.000000 0.000000 31.00

u 112,3 -8,56 8,36 93,63 93.80 0.000000 0.000000 31.00

u 112,3 -8,56 8,36 93,63 93.80 0.000000 0.000000 31.00

u 112,3 -8,56 8,36 93,63 93.80 0.000000 0.000000 31.00

u 112,3 -8,56 8,36 93,63 93.80 0.000000 0.000000 31.00

u 112,3 -8,56 8,36 93,63 93.80 0.000000 0.000000 31.00

u 112,3 -8,56 8,36 93,63 93.63 0.000000 0.000000 31.00

u 112,3 -8,56 8,36 93,63 93.63 0.000000 0.000000 31.00

u 112,3 -8,56 8,36 93,63 93.63 0.000000 0.000000 31.00

u 112,3 -8,56 8,36 93,63 93.63 0.000000 0.000000 31.00

u 112,3 -8,56 8,36 93,63 93.63 0.000000 0.000000 32.00

u 112,3 -8,56 8,36 93,63 93.63 0.000000 0.000000 32.00

u 112,3 -8,56 8,36 93,63 93.63 0.000000 0.000000 32.00

u 112,3 -8,56 8,36 93,63 93.38 0.000000 0.000000 32.00

u 112,3 -8,56 8,36 93,63 93.38 0.000000 0.000000 32.00

u 112,3 -8,56 8,36 93,63 93.38 0.000000 0.000000 32.00

