u 23,41 -4,21 4,01 90,51 90.01 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 90.26 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 90.26 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 90.26 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 90.26 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 90.01 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 90.01 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 90.01 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 90.01 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 90.01 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 90.01 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 90.01 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.84 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.84 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.84 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.84 -0.000000 -0.001700 30.00

u 23,41 -4,21 4,01 90,51 89.84 -110.723068 -0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.84 -110.723068 -0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.84 -0.000000 -1.677722 30.00

u 23,41 -4,21 4,01 90,51 89.84 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.84 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.84 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.84 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.84 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.84 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.67 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.67 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.67 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.67 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.67 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.67 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.67 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 90.01 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 90.01 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 90.01 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 90.01 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 90.01 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 90.01 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 90.01 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 90.01 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 90.01 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 90.01 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.75 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.75 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.75 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.75 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.75 -0.000000 -0.001700 30.00

u 23,41 -4,21 4,01 90,51 89.75 -0.000000 -0.001700 30.00

u 23,41 -4,21 4,01 90,51 89.75 1.677722 -0.000007 30.00

u 23,41 -4,21 4,01 90,51 89.75 1.677722 -0.000007 30.00

u 23,41 -4,21 4,01 90,51 89.75 1.677722 -0.000007 30.00

u 23,41 -4,21 4,01 90,51 89.75 1.677722 -0.000007 30.00

u 23,41 -4,21 4,01 90,51 89.00 1.677722 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.00 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.00 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.00 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.00 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.00 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.00 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.00 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.00 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.00 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.92 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.92 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.92 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.92 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.92 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.92 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.75 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.75 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.75 0.000000 0.000000 30.00

u 23,41 -4,21 4,01 90,51 89.75 0.000000 0.000000 30.00

