u 23,47 -4,32 3,98 90,18 90.26 0.000000 0.000000 30.00

u 23,47 -4,32 3,98 90,18 90.26 0.000000 0.000000 30.00

u 23,47 -4,32 3,98 90,18 90.26 0.000000 0.000000 30.00

u 23,47 -4,32 3,98 90,18 90.26 0.000000 0.000000 30.00

u 23,47 -4,32 3,98 90,18 90.26 0.000000 0.000000 30.00

u 23,47 -4,32 3,98 90,18 90.43 0.000000 0.000000 30.00

u 23,47 -4,32 3,98 90,18 90.43 0.000000 0.000000 30.00

u 23,47 -4,32 3,98 90,18 90.43 0.000000 0.000000 30.00

u 23,47 -4,32 3,98 90,18 90.43 0.000000 0.000000 30.00

u 23,47 -4,32 3,98 90,18 90.43 0.000000 0.000000 30.00

u 23,47 -4,32 3,98 90,18 90.43 0.000000 0.000000 30.00

u 23,47 -4,32 3,98 90,18 90.43 0.000000 0.000000 30.00

u 23,47 -4,32 3,98 90,18 90.43 0.000000 0.000000 30.00

u 23,47 -4,32 3,98 90,18 90.43 0.000000 0.000000 30.00

u 23,47 -4,32 3,98 90,18 90.43 0.000000 0.000000 30.00

u 23,47 -4,32 3,98 90,18 89.33 0.000000 0.000000 30.00

u 23,47 -4,32 3,98 90,18 89.33 0.000000 0.000000 30.00

u 23,47 -4,32 3,98 90,18 89.33 0.000000 0.000000 30.00

u 23,47 -4,32 3,98 90,18 89.33 0.000000 0.000000 30.00

u 23,47 -4,32 3,98 90,18 89.33 0.000000 0.000000 30.00

u 23,47 -4,32 3,98 90,18 89.33 0.000000 0.000000 30.00

u 23,47 -4,32 3,98 90,18 89.33 0.000000 0.000000 30.00

u 23,47 -4,32 3,98 90,18 89.33 0.000000 0.000000 30.00

